Letter,Disease Name,URL,Symptoms
K,Kidney cysts,https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134,Dull pain in the back or side Fever Upper stomach pain
K,Kidney infection,https://www.mayoclinic.org/diseases-conditions/kidney-infection/symptoms-causes/syc-20353387,"Fever Chills A burning feeling or pain when urinating Having to urinate often A strong, lasting urge to urinate Back, side or groin pain Nausea and vomiting Pus or blood in the urine Urine that smells bad or is cloudy Belly pain"
K,Kidney stones,https://www.mayoclinic.org/diseases-conditions/kidney-stones/symptoms-causes/syc-20355755,"Serious, sharp pain in the side and back, below the ribs. Pain that spreads to the lower stomach area and groin. Pain that comes in waves and varies in how intense it feels. Pain or a burning feeling while urinating."
K,Kleptomania,https://www.mayoclinic.org/diseases-conditions/kleptomania/symptoms-causes/syc-20364732,"Inability to resist powerful urges to steal items that you don't need Feeling increased tension, anxiety or arousal leading up to the theft Feeling pleasure, relief or satisfaction while stealing Feeling terrible guilt, remorse, self-loathing, shame or fear of arrest after the theft Return of the urges and a repetition of the kleptomania cycle"
K,Klinefelter syndrome,https://www.mayoclinic.org/diseases-conditions/klinefelter-syndrome/symptoms-causes/syc-20353949,"Slow motor development, such as taking longer than average to sit up, crawl and walk. Speaking later than other babies of the same age. Learning and language problems, such as trouble with reading, writing, spelling or math."
K,Klippel-Trenaunay syndrome,https://www.mayoclinic.org/diseases-conditions/klippel-trenaunay/symptoms-causes/syc-20374152,"Port-wine stain. This pink to reddish-purple birthmark is caused by extra tiny blood vessels (capillaries) in the top layer of skin. The birthmark often covers part of one leg but can involve any portion of the skin. It may get darker or lighter with age. Vein malformations. These include swollen, twisted veins (varicose veins), usually on the surface of the legs. Deeper malformed veins in the arms, legs, abdomen and pelvis also can occur. There may be spongy tissue filled with small veins in or under the skin. Malformed veins may become more prominent with age. Overgrowth of bones and soft tissue. This begins in infancy and may be limited to one leg, but it can occur in an arm or, rarely, in the trunk or face. This overgrowth of bone and tissue creates a larger and longer extremity. Rarely, there may be fusion of fingers or toes or extra fingers or toes. Lymphatic system malformations. The lymphatic system — part of the immune system that protects against infection and disease and transports lymphatic fluid — can be malformed. Extra lymphatic vessels can be present that don't work properly and can lead to fluid leakage into the tissues and swelling. Other conditions. KTS can also include cataracts, glaucoma, hip dislocation at birth, purple-red skin coloring when cold and blood-clotting problems."
K,Knee bursitis,https://www.mayoclinic.org/diseases-conditions/knee-bursitis/symptoms-causes/syc-20355501,A fever or chills along with pain and swelling in your knee. Long-lasting swelling or a change in the color of the skin around the knee. Trouble moving or extending your knee.
K,Knee pain,https://www.mayoclinic.org/diseases-conditions/knee-pain/symptoms-causes/syc-20350849,Swelling and stiffness Redness and warmth to the touch Weakness or instability Popping or crunching noises Inability to fully straighten the knee
K,Kyphosis,https://www.mayoclinic.org/diseases-conditions/kyphosis/symptoms-causes/syc-20374205,"Fractures. Broken vertebrae can result in curvature of the spine. Compression fractures, which can happen in weakened bone, are the most common. Mild compression fractures may not produce noticeable symptoms. Osteoporosis. Weak bones can cause spinal curvature, especially if weakened vertebrae develop compression fractures. Osteoporosis is most common in older women and people who have taken corticosteroids for long periods of time. Disk degeneration. Soft, circular disks act as cushions between spinal vertebrae. With age, these disks flatten and shrink, which often worsens kyphosis. Scheuermann's disease. Also called Scheuermann's kyphosis, this disease usually becomes noticeable during adolescence. Other problems. Spinal bones that don't develop properly before birth can cause kyphosis. Kyphosis in children also can be associated with certain medical conditions."
L,Lactose intolerance,https://www.mayoclinic.org/diseases-conditions/lactose-intolerance/symptoms-causes/syc-20374232,"Diarrhea Nausea, and sometimes, vomiting Stomach cramps Bloating Gas"
L,Laryngitis,https://www.mayoclinic.org/diseases-conditions/laryngitis/symptoms-causes/syc-20374262,Hoarseness Weak voice or voice loss Tickling sensation and rawness in your throat Sore throat Dry throat Dry cough
L,Latex allergy,https://www.mayoclinic.org/diseases-conditions/latex-allergy/symptoms-causes/syc-20374287,Itching. Skin redness. Hives or rash.
L,Lazy eye (amblyopia),https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391,An eye that wanders inward or outward Eyes that appear to not work together Poor depth perception Squinting or shutting an eye Head tilting Abnormal results of vision screening tests
L,Lead poisoning,https://www.mayoclinic.org/diseases-conditions/lead-poisoning/symptoms-causes/syc-20354717,"Developmental delay Learning difficulties Irritability Loss of appetite Weight loss Sluggishness and fatigue Abdominal pain Vomiting Constipation Hearing loss Seizures Eating things, such as paint chips, that aren't food (pica)"
L,Left ventricular hypertrophy,https://www.mayoclinic.org/diseases-conditions/left-ventricular-hypertrophy/symptoms-causes/syc-20374314,"Shortness of breath, especially while lying down. Swelling of the legs. Chest pain, often when exercising. Sensation of rapid, fluttering or pounding heartbeats, called palpitations. Fainting or a feeling of lightheadedness."
L,Legg-Calve-Perthes disease,https://www.mayoclinic.org/diseases-conditions/legg-calve-perthes-disease/symptoms-causes/syc-20374343,"Limping. Pain or stiffness in the hip, groin, thigh or knee. Limited range of motion of the hip joint. Pain that worsens with activity and improves with rest."
L,Legionnaires' disease,https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747,
L,Leiomyosarcoma,https://www.mayoclinic.org/diseases-conditions/leiomyosarcoma/symptoms-causes/syc-20577215,Pain. Weight loss. Nausea and vomiting. A lump or swelling under the skin.
L,Leukemia,https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373,"Fever or chills Persistent fatigue, weakness Frequent or severe infections Losing weight without trying Swollen lymph nodes, enlarged liver or spleen Easy bleeding or bruising Recurrent nosebleeds Tiny red spots in your skin (petechiae) Excessive sweating, especially at night Bone pain or tenderness"
L,Leukoplakia,https://www.mayoclinic.org/diseases-conditions/leukoplakia/symptoms-causes/syc-20354405,"White or gray patches that cannot be wiped away. Patches with a rough, ridged, wrinkled or smooth surface, or a combination of these. Patches with shapes and edges that are not regular. Thick or hard patches."
L,Lewy body dementia,https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025,"Visual hallucinations. Seeing things that aren't there, known as hallucinations, might be one of the first symptoms of Lewy body dementia. This symptom often occurs regularly and may include seeing shapes, animals or people that aren't there. Hallucinations involving sounds, smells or touch are possible. Movement symptoms. Signs of Parkinson's disease may occur. These symptoms include slowed movement, rigid muscles, tremor or a shuffling walk. This can cause the person to fall. Poor regulation of body functions. The part of the nervous system that controls automatic functions is called the autonomic nervous system. Lewy body dementia can affect how well the autonomic nervous system controls blood pressure, heart rate, sweating and digestion. This can result in sudden drops in blood pressure upon standing, dizziness, falls, loss of bladder control and bowel issues such as constipation. Cognitive changes. People with Lewy body dementia might have changes in thinking that are similar to symptoms of Alzheimer's disease. These symptoms may include confusion, poor attention, visual-spatial problems and memory loss. Trouble with sleep. People with Lewy body dementia can have rapid eye movement, also known as REM sleep behavior disorder. This disorder causes people to physically act out their dreams while asleep. People with REM sleep behavior disorder may punch, kick, yell or scream while sleeping. Varying attention. Episodes of drowsiness, long periods of staring into space, long naps during the day or disorganized speech are possible. Depression or apathy. People with Lewy body dementia might develop depression or lose motivation."
L,Lice,https://www.mayoclinic.org/diseases-conditions/lice/symptoms-causes/syc-20374399,"Itching on the scalp, body or in the genital area. Lice on the scalp, body, clothes, or pubic hair or other body hair. Adult lice may be about the size of a sesame seed or slightly larger. Lice eggs on hair shafts. Lice eggs, called nits, stick to hair shafts. Nits may be hard to see because they're tiny. It's easiest to see them around the ears and at the hairline on the neck. Nits can look like dandruff. But you can't brush them out of hair easily. Sores on the scalp, neck and shoulders. Scratching can lead to small bumps that appear red on white skin and may be harder to see on Black or brown skin. These sores may get infected. Bite marks. These are small areas of blood and crust on the skin. They appear mostly around the waist, groin, upper thighs and pubic area. Swollen lymph nodes. Children with head lice sometimes have swollen lymph nodes in the neck. Lymph nodes are bean-shaped organs that are part of the immune system."
L,Lichen planus,https://www.mayoclinic.org/diseases-conditions/lichen-planus/symptoms-causes/syc-20351378,"Purple, shiny, flat bumps, often on the inner forearms, wrists or ankles. Lines of rash where the skin has been scratched. Lacy white patches on the tongue or inside of the cheeks. Itchiness. Painful sores in the mouth or genitals. Rarely, hair loss. Nail scarring or loss. Dark lines from the tip of the nail to the base."
L,Lichen sclerosus,https://www.mayoclinic.org/diseases-conditions/lichen-sclerosus/symptoms-causes/syc-20374448,"Smooth discolored skin patches Blotchy, wrinkled skin patches Itching Soreness or a burning feeling Easy bruising Fragile skin Changes in the tube for urine flow (urethra) Bleeding, blistering or open sores Painful sex"
L,Lip cancer,https://www.mayoclinic.org/diseases-conditions/lip-cancer/symptoms-causes/syc-20355079,"A flat or slightly raised whitish discoloration of the lip A sore on your lip that won't heal Tingling, pain or numbness of the lips or the skin around the mouth"
L,Lipoma,https://www.mayoclinic.org/diseases-conditions/lipoma/symptoms-causes/syc-20374470,"Just under the skin. They commonly occur in the areas of the neck, shoulders, back, abdomen, arms and thighs. Soft and doughy to the touch. They also move easily with slight finger pressure. Generally small. Lipomas are typically less than 1 to 2 inches (3 to 5 centimeters) in diameter, but they can grow. Sometimes painful. Lipomas can be painful if they grow and press on nearby nerves or if they contain many blood vessels."
L,Liposarcoma,https://www.mayoclinic.org/diseases-conditions/liposarcoma/symptoms-causes/syc-20352632,A growing lump of tissue under the skin. Pain. Swelling. Weakness of the affected limb.
L,Listeria infection,https://www.mayoclinic.org/diseases-conditions/listeria-infection/symptoms-causes/syc-20355269,"Loose stools, called diarrhea. Upset stomach. Vomiting."
L,Liver cancer,https://www.mayoclinic.org/diseases-conditions/liver-cancer/symptoms-causes/syc-20353659,"Losing weight without trying Loss of appetite Upper abdominal pain Nausea and vomiting General weakness and fatigue Abdominal swelling Yellow discoloration of your skin and the whites of your eyes (jaundice) White, chalky stools"
L,Liver disease,https://www.mayoclinic.org/diseases-conditions/liver-problems/symptoms-causes/syc-20374502,"Yellowing of the skin and the whites of the eyes, called jaundice. Yellowing of the skin might be harder to see on Black or brown skin. Belly pain and swelling. Swelling in the legs and ankles. Itchy skin. Dark urine. Pale stool. Constant tiredness. Nausea or vomiting. Loss of appetite. Bruising easily."
L,Liver hemangioma,https://www.mayoclinic.org/diseases-conditions/liver-hemangioma/symptoms-causes/syc-20354234,Pain in the upper right abdomen Feeling full after eating only a small amount of food (early satiety) Nausea Vomiting
L,Lobular carcinoma in situ (LCIS),https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529,Lobular carcinoma in situ
L,Long QT syndrome,https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518,Blurred vision. Lightheadedness. Pounding heartbeats called palpitations. Weakness.
L,Low blood pressure (hypotension),https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465,Blurred or fading vision. Dizzy or lightheaded feelings. Fainting. Fatigue. Trouble concentrating. Upset stomach.
L,Low sex drive in women,https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554,"Having less or no interest in any type of sexual activity, including masturbation. Never or only seldom having sexual fantasies or thoughts. Being sad or concerned about your lack of sexual activity or fantasies."
L,Low sperm count,https://www.mayoclinic.org/diseases-conditions/low-sperm-count/symptoms-causes/syc-20374585,"Trouble with sexual function — for example, some people have low sex drive. Others have trouble getting or keeping an erection that's firm enough for sex, also called erectile dysfunction. Pain, swelling or a lump in the testicle area. Less facial or body hair or other symptoms of a chromosome or hormone condition."
L,Lung cancer,https://www.mayoclinic.org/diseases-conditions/lung-cancer/symptoms-causes/syc-20374620,"A new cough that doesn't go away. Chest pain. Coughing up blood, even a small amount. Hoarseness. Shortness of breath. Wheezing."
L,Lupus,https://www.mayoclinic.org/diseases-conditions/lupus/symptoms-causes/syc-20365789,"Fatigue Fever Joint pain, stiffness and swelling Butterfly-shaped rash on the face that covers the cheeks and bridge of the nose or rashes elsewhere on the body Skin lesions that appear or worsen with sun exposure Fingers and toes that turn white or blue when exposed to cold or during stressful periods Shortness of breath Chest pain Dry eyes Headaches, confusion and memory loss"
L,Lupus nephritis,https://www.mayoclinic.org/diseases-conditions/lupus-nephritis/symptoms-causes/syc-20354335,"Blood in the urine. Urine that foams because of too much protein. High blood pressure. Swelling in the legs, ankles or feet and sometimes in the hands and face. High levels of a waste product called creatinine in the blood."
L,Lyme disease,https://www.mayoclinic.org/diseases-conditions/lyme-disease/symptoms-causes/syc-20374651,Fever. Headache. Extreme tiredness. Joint stiffness. Muscle aches and pains. Swollen lymph nodes.
L,Lymphedema,https://www.mayoclinic.org/diseases-conditions/lymphedema/symptoms-causes/syc-20374682,"Swelling of part or all of the arm or leg, including fingers or toes A feeling of heaviness or tightness Restricted range of motion Recurring infections Hardening and thickening of the skin (fibrosis)"
L,Lymphoma,https://www.mayoclinic.org/diseases-conditions/lymphoma/symptoms-causes/syc-20352638,"Fever. Night sweats. Fatigue. Itchy skin. Painless swelling of lymph nodes in the belly, neck, armpits or groin. Pain in chest, abdomen or bones. Losing weight without trying."
L,Lynch syndrome,https://www.mayoclinic.org/diseases-conditions/lynch-syndrome/symptoms-causes/syc-20374714,"Colon cancer before age 50 Cancer of the inside lining of the uterus (endometrial cancer) before age 50 A personal history of more than one type of cancer A family history of cancer before age 50 A family history of other cancers caused by Lynch syndrome, including stomach cancer, ovarian cancer, pancreatic cancer, kidney cancer, bladder cancer, ureteral cancer, brain cancer, small bowel cancer, gallbladder cancer, bile duct cancer and skin cancer"
M,Malaria,https://www.mayoclinic.org/diseases-conditions/malaria/symptoms-causes/syc-20351184,Fever Chills General feeling of discomfort Headache Nausea and vomiting Diarrhea Abdominal pain Muscle or joint pain Fatigue Rapid breathing Rapid heart rate Cough
M,Male breast cancer,https://www.mayoclinic.org/diseases-conditions/male-breast-cancer/symptoms-causes/syc-20374740,"A painless lump or thickening of the skin on the chest. Changes to the skin covering the chest, such as dimpling, puckering, scaling or changes in the color of the skin. Changes to the nipple, such as changes in the skin color or scaling, or a nipple that begins to turn inward. Discharge or bleeding from the nipple."
M,Male hypogonadism,https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881,Female genitals Genitals that are neither clearly male nor clearly female (ambiguous genitals) Underdeveloped male genitals
M,Male infertility,https://www.mayoclinic.org/diseases-conditions/male-infertility/symptoms-causes/syc-20374773,"Problems with sexual function — for example, difficulty with ejaculation or small volumes of fluid ejaculated, reduced sexual desire, or difficulty maintaining an erection (erectile dysfunction) Pain, swelling or a lump in the testicle area Recurrent respiratory infections Inability to smell Abnormal breast growth (gynecomastia) Decreased facial or body hair or other signs of a chromosomal or hormonal abnormality A lower than normal sperm count (fewer than 15 million sperm per milliliter of semen or a total sperm count of less than 39 million per ejaculate)"
M,Malignant hyperthermia,https://www.mayoclinic.org/diseases-conditions/malignant-hyperthermia/symptoms-causes/syc-20353750,"Severe muscle rigidity or spasms Rapid, shallow breathing and problems with low oxygen and high carbon dioxide Rapid heart rate Irregular heart rhythm Dangerously high body temperature Excessive sweating Patchy, irregular skin color (mottled skin)"
M,Malignant peripheral nerve sheath tumors,https://www.mayoclinic.org/diseases-conditions/malignant-peripheral-nerve-sheath-tumors/symptoms-causes/syc-20362603,Pain where the tumor is growing. Weakness when trying to move the body part that has the tumor. A growing lump of tissue under the skin.
M,Mammary duct ectasia,https://www.mayoclinic.org/diseases-conditions/mammary-duct-ectasia/symptoms-causes/syc-20374801,"A dirty white, greenish or black nipple discharge from one or both nipples Tenderness in the nipple or surrounding breast tissue (areola) Redness of the nipple and areolar tissue A breast lump or thickening near the clogged duct A nipple that's turned inward (inverted)"
M,Mantle cell lymphoma,https://www.mayoclinic.org/diseases-conditions/mantle-cell-lymphoma/symptoms-causes/syc-20584872,"Painless swelling in the neck, armpit or groin. Fever. Fatigue. Decreased appetite. Weight loss without trying. Nausea. Diarrhea. Bloating."
M,Marfan syndrome,https://www.mayoclinic.org/diseases-conditions/marfan-syndrome/symptoms-causes/syc-20350782,"Tall and slender build Disproportionately long arms, legs and fingers A breastbone that protrudes outward or dips inward A high, arched palate and crowded teeth Heart murmurs Extreme nearsightedness An abnormally curved spine Flat feet"
M,Marginal zone lymphoma,https://www.mayoclinic.org/diseases-conditions/marginal-zone-lymphoma/symptoms-causes/syc-20586112,"Bloating. Nausea. A backwash of food or sour liquid in the throat, called reflux. Tenderness or pain in the belly. Upset stomach. Weight loss."
M,Mastitis,https://www.mayoclinic.org/diseases-conditions/mastitis/symptoms-causes/syc-20374829,"Breast tenderness or warmth. Breast swelling. Thickening of breast tissue, or a breast lump. Pain or a burning feeling all the time or while breastfeeding. Skin redness, often in a wedge-shaped pattern. The redness may be harder to see on Black or brown skin. Feeling ill. Fever of 101 degrees Fahrenheit (38.3 degrees Celsius) or greater."
M,MCAD deficiency,https://www.mayoclinic.org/diseases-conditions/mcad-deficiency/symptoms-causes/syc-20353745,Vomiting. Low or no energy. Weak feeling. Low blood sugar.
M,Measles,https://www.mayoclinic.org/diseases-conditions/measles/symptoms-causes/syc-20374857,"Fever, which may be as high as 105 degrees Fahrenheit (40.6 degrees Celsius). Dry cough. Runny nose. Red, watering eyes, called conjunctivitis."
M,Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,Stomach pain after eating or exercising. The stomach pain gets better by leaning forward or backward or standing while eating. Fear of eating food because of pain. Unintended weight loss. Bloating. Diarrhea. Nausea and vomiting.
M,Medication overuse headaches,https://www.mayoclinic.org/diseases-conditions/medication-overuse-headache/symptoms-causes/syc-20377083,Happen every day or nearly every day. These headaches often wake people from sleep. Improve with pain medicine but then return as the medicine wears off.
M,Medulloblastoma,https://www.mayoclinic.org/diseases-conditions/medulloblastoma/symptoms-causes/syc-20579268,Dizziness. Double vision. Headaches. Nausea. Poor coordination. Tiredness. Unsteady walk. Vomiting.
M,Melanoma,https://www.mayoclinic.org/diseases-conditions/melanoma/symptoms-causes/syc-20374884,A change in an existing mole. The development of a new pigmented or unusual-looking growth on the skin.
M,Meniere's disease,https://www.mayoclinic.org/diseases-conditions/menieres-disease/symptoms-causes/syc-20374910,"Regular dizzy spells. You have a spinning feeling that starts and stops suddenly. Vertigo may start without warning. It usually lasts 20 minutes to 12 hours, but not more than 24 hours. Serious vertigo can cause nausea. Hearing loss. Hearing loss in Meniere's disease may come and go, especially early on. Over time, hearing loss can be long-lasting and not get better. Ringing in the ear. Ringing in the ear is called tinnitus. Tinnitus is the term for when you have a ringing, buzzing, roaring, whistling or hissing sound in your ear. Feeling of fullness in the ear. People with Meniere's disease often feel pressure in the ear. This is called aural fullness."
M,Meningioma,https://www.mayoclinic.org/diseases-conditions/meningioma/symptoms-causes/syc-20355643,"Changes in vision, such as seeing double or blurring. Headaches that are worse in the morning. Hearing loss or ringing in the ears. Memory loss. Loss of smell. Seizures. Weakness in the arms or legs. Trouble speaking."
M,Meningitis,https://www.mayoclinic.org/diseases-conditions/meningitis/symptoms-causes/syc-20350508,"Sudden high fever. Stiff neck. Bad headache. Nausea or vomiting. Confusion or trouble concentrating. Seizures. Sleepiness or trouble waking. Sensitivity to light. No desire to eat or drink. Skin rash sometimes, such as in meningococcal meningitis."
M,Menopause,https://www.mayoclinic.org/diseases-conditions/menopause/symptoms-causes/syc-20353397,"Irregular periods. Vaginal dryness. Hot flashes. Night sweats. Sleep problems. Mood changes. Trouble finding words and remembering, often called brain fog."
M,Menstrual cramps,https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938,"Throbbing or cramping pain in your lower abdomen that can be intense Pain that starts 1 to 3 days before your period, peaks 24 hours after the onset of your period and subsides in 2 to 3 days Dull, continuous ache Pain that radiates to your lower back and thighs"
M,Mental illness,https://www.mayoclinic.org/diseases-conditions/mental-illness/symptoms-causes/syc-20374968,"Feeling sad or down Confused thinking or reduced ability to concentrate Excessive fears or worries, or extreme feelings of guilt Extreme mood changes of highs and lows Withdrawal from friends and activities Significant tiredness, low energy or problems sleeping Detachment from reality (delusions), paranoia or hallucinations Inability to cope with daily problems or stress Trouble understanding and relating to situations and to people Problems with alcohol or drug use Major changes in eating habits Sex drive changes Excessive anger, hostility or violence Suicidal thinking"
M,Meralgia paresthetica,https://www.mayoclinic.org/diseases-conditions/meralgia-paresthetica/symptoms-causes/syc-20355635,Tingling. Burning pain. Decreased feeling or numbness. Increased sensitivity and pain to even a light touch.
M,Merkel cell carcinoma,https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030,"A bump on the skin that often is painless. A bump that grows quickly. A bump whose two sides don't match. A bump that looks pink, purple, red-brown, or the same color as the skin around it."
M,Mesenteric ischemia,https://www.mayoclinic.org/diseases-conditions/mesenteric-ischemia/symptoms-causes/syc-20374989,"Sudden, severe belly pain. Urgent need to pass stool. Fever. Nausea and vomiting."
M,Mesenteric lymphadenitis,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,"Pain in the stomach area, often on the lower right side, but the pain can be more spread out. General tenderness of the stomach area. Fever. Enlarged mesenteric lymph nodes."
M,Mesothelioma,https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022,Chest pain. Painful coughing. Shortness of breath. Lumps under the skin on the chest. Tiredness. Weight loss without trying.
M,Metabolic syndrome,https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916,"Age. Risk of metabolic syndrome goes up with age. Ethnicity. In the United States, people who are Hispanic appear to be at the greatest risk of developing metabolic syndrome. Obesity. Carrying too much weight, especially around the stomach, increases the risk of metabolic syndrome. Diabetes. People who had diabetes during pregnancy, also known as gestational diabetes, are at greater risk of metabolic syndrome. That's also true of people who have a family history of type 2 diabetes. Other diseases. Other conditions linked to metabolic syndrome include steatotic liver disease, polycystic ovary syndrome and sleep apnea. Diet and exercise. People who eat an unhealthy diet and don't get enough physical activity are at higher risk of metabolic syndrome."
M,Metachromatic leukodystrophy,https://www.mayoclinic.org/diseases-conditions/metachromatic-leukodystrophy/symptoms-causes/syc-20354733,"Loss of the ability to detect sensations, such as touch, pain, heat and sound Loss of intellectual, thinking and memory skills Loss of motor skills, such as walking, moving, speaking and swallowing Stiff, rigid muscles, poor muscle function and paralysis Loss of bladder and bowel function Gallbladder problems Blindness Hearing loss Seizures Emotional and behavioral problems, including unstable emotions and substance misuse"
M,Metastatic (stage 4) prostate cancer,https://www.mayoclinic.org/diseases-conditions/metastatic-prostate-cancer/symptoms-causes/syc-20377966,"Feeling very tired. Having to urinate more often or feeling pain when urinating. Losing weight without trying. Nausea and vomiting. Pain, which might be felt in the back, hips, pelvic area or in a bone. The pain tends to get worse over time."
M,Metatarsalgia,https://www.mayoclinic.org/diseases-conditions/metatarsalgia/symptoms-causes/syc-20354790,"Sharp, aching or burning pain in the ball of the foot. The ball is the part of the sole just behind the toes. Pain that gets worse with standing, running, flexing the feet or walking. Doing any of these barefoot on a hard surface makes the pain worse. The pain gets better with rest. Sharp or shooting pain, numbness or tingling in the toes. A feeling of having a pebble in the shoe of the affected foot."
M,Microcephaly,https://www.mayoclinic.org/diseases-conditions/microcephaly/symptoms-causes/syc-20375051,"Craniosynostosis (kray-nee-o-sin-os-TOE-sis). Early fusing of the joints (sutures) between the bony plates that form an infant's skull keeps the brain from growing. Treating craniosynostosis usually means an infant needs surgery to separate the fused bones. This surgery relieves pressure on the brain, giving it enough space to grow and develop. Genetic changes. Down syndrome and other conditions may result in microcephaly. Decreased oxygen to the fetal brain (cerebral anoxia). Certain complications of pregnancy or delivery can impair oxygen delivery to a baby's brain. Infections passed to the fetus during pregnancy. These include toxoplasmosis, cytomegalovirus, German measles (rubella), chickenpox (varicella) and Zika virus. Exposure to drugs, alcohol or certain toxic chemicals in the womb. Any of these may affect fetal brain development during pregnancy. Severe malnutrition. Not getting enough nutrients during pregnancy may hurt fetal brain development. Uncontrolled phenylketonuria (fen-ul-kee-toe-NU-ree-uh), also known as PKU, in the mother. Phenylketonuria (PKU) hampers the mother's ability to break down the amino acid phenylalanine and may affect brain development of the fetus during pregnancy."
M,Microscopic colitis,https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478,"Watery diarrhea. Belly pain, cramps or bloating. Weight loss. Nausea. Not being able to control bowel movements, called fecal incontinence. The body not having enough water, called dehydration."
M,Migraine,https://www.mayoclinic.org/diseases-conditions/migraine-headache/symptoms-causes/syc-20360201,"Constipation. Mood changes, from depression to elation. Food cravings. Neck stiffness. Increased urination. Fluid retention. Frequent yawning."
M,Migraine with aura,https://www.mayoclinic.org/diseases-conditions/migraine-with-aura/symptoms-causes/syc-20352072,"Blind spots (scotomas), which are sometimes outlined by simple geometric designs Zigzag lines that gradually float across your field of vision Shimmering spots or stars Changes in vision or vision loss Flashes of light"
M,Mild cognitive impairment (MCI),https://www.mayoclinic.org/diseases-conditions/mild-cognitive-impairment/symptoms-causes/syc-20354578,"Forgetting things more often. Missing appointments or social events. Losing their train of thought. Or not following the plot of a book or movie. Trouble following a conversation. Trouble finding the right word or with language. Finding it hard to make decisions, finish a task or follow instructions. Trouble finding their way around places they know well. Poor judgment. Changes that are noticed by family and friends."
M,Milk allergy,https://www.mayoclinic.org/diseases-conditions/milk-allergy/symptoms-causes/syc-20375101,"Hives Wheezing Itching or tingling feeling around the lips or mouth Swelling of the lips, tongue or throat Coughing or shortness of breath Vomiting"
M,Miscarriage,https://www.mayoclinic.org/diseases-conditions/pregnancy-loss-miscarriage/symptoms-causes/syc-20354298,"Bleeding from the vagina with or without pain, including light bleeding called spotting. Pain or cramping in the pelvic area or lower back. Fluid or tissue passing from the vagina. Fast heartbeat."
M,Mitral valve disease,https://www.mayoclinic.org/diseases-conditions/mitral-valve-disease/symptoms-causes/syc-20355107,Fatigue. Irregular heartbeat. Shortness of breath.
M,Mitral valve prolapse,https://www.mayoclinic.org/diseases-conditions/mitral-valve-prolapse/symptoms-causes/syc-20355446,"A racing or irregular heartbeat (arrhythmia) Dizziness or lightheadedness Difficulty breathing or shortness of breath, especially during exercise or when lying flat Fatigue"
M,Mitral valve regurgitation,https://www.mayoclinic.org/diseases-conditions/mitral-valve-regurgitation/symptoms-causes/syc-20350178,"Irregular heartbeat, called an arrhythmia. Shortness of breath, especially when lying down. Feelings of a rapid, pounding or fluttering heartbeat, called palpitations. Swollen feet or ankles."
M,Mitral valve stenosis,https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/symptoms-causes/syc-20353159,"Shortness of breath, especially with activity or when you lie down. Fatigue, especially during increased activity. Swollen feet or legs. Pounding, skipping or otherwise irregular heartbeats, called arrhythmias. Dizziness or fainting. Fluid buildup in the lungs. Chest discomfort or chest pain. Coughing up blood."
M,Mittelschmerz,https://www.mayoclinic.org/diseases-conditions/mittelschmerz/symptoms-causes/syc-20375122,"On one side of your lower abdomen Dull and achy, similar to menstrual cramps Sharp and sudden Accompanied by slight vaginal bleeding or discharge Rarely, severe"
M,Mixed connective tissue disease,https://www.mayoclinic.org/diseases-conditions/mixed-connective-tissue-disease/symptoms-causes/syc-20375147,"General feeling of being unwell. This can include increased fatigue and a mild fever. Cold and numb fingers or toes (Raynaud's phenomenon). In response to cold or stress, your fingers or toes might turn white and then purplish blue. After warming, the fingers or toes turn red. Swollen fingers or hands. Some people have swelling of the fingers. Muscle and joint pain. Joints can become inflamed, swollen and deformed, similar to what occurs with rheumatoid arthritis. Rash. Red or reddish brown patches can appear over the knuckles."
M,Molar pregnancy,https://www.mayoclinic.org/diseases-conditions/molar-pregnancy/symptoms-causes/syc-20375175,Dark brown to bright red bleeding from the vagina during the first three months Severe nausea and vomiting Sometimes grapelike cysts that pass from the vagina Pelvic pressure or pain
